iter	RMSE
471	11.87374337
472	11.86587664
473	11.86446986
474	11.86322867
475	11.84576371
476	11.83810089
477	11.83113437
478	11.81999547
479	11.81609124
480	11.81488055
481	11.79778875
482	11.79134152
483	11.78997584
484	11.77909796
485	11.7719885
486	11.77052331
487	11.76605666
488	11.74663227
489	11.74048961
490	11.72951317
491	11.72376547
492	11.71512136
493	11.71112127
494	11.7002989
495	11.69130202
496	11.68082564
497	11.6779323
498	11.67125281
499	11.6641941
500	11.65941678
501	11.65820637
502	11.65369208
503	11.63723923
504	11.6363273
505	11.63549801
506	11.63148376
507	11.62125869
508	11.60165696
509	11.59158165
510	11.59106495
511	11.57782148
512	11.5693763
513	11.56421075
514	11.56373646
515	11.55918002
516	11.55871144
517	11.55726858
518	11.54108701
519	11.53631299
520	11.53562091
521	11.51969407
522	11.51236618
523	11.50241347
524	11.48502372
525	11.47536985
526	11.46906692
527	11.46826766
528	11.45882854
529	11.4493299
530	11.44610614
531	11.44007844
532	11.43090116
533	11.42198914
534	11.41492932
535	11.41094069
536	11.38122201
537	11.38034107
538	11.37163845
539	11.36934484
540	11.36332581
541	11.35484064
542	11.35095753
543	11.34587832
544	11.34189088
545	11.33536008
546	11.32007343
547	11.30476386
548	11.29633479
549	11.29127521
550	11.2825676
551	11.27622066
552	11.27035134
553	11.25587259
554	11.22828995
555	11.22458041
556	11.21650037
557	11.2096643
558	11.20770679
559	11.20108648
560	11.19659564
561	11.18393364
562	11.17751131
563	11.17384186
564	11.17010043
565	11.1692628
566	11.14232097
567	11.13447991
568	11.13088851
569	11.12497982
570	11.11682245
571	11.10886228
572	11.10376406
573	11.09589983
574	11.08821202
575	11.08480259
576	11.07701275
577	11.06966801
578	11.06903056
579	11.0478825
580	11.03299554
581	11.0302753
582	11.02280346
583	11.01548309
584	10.99889568
585	10.99134298
586	10.98287801
587	10.97745665
588	10.9703701
589	10.96955758
590	10.96353926
591	10.96293887
592	10.96224799
593	10.95314552
594	10.94986635
595	10.94607877
596	10.94202944
597	10.94106885
598	10.93420933
599	10.92748527
600	10.92645106
601	10.91214151
602	10.90418543
603	10.88918646
604	10.88819734
605	10.88335778
606	10.88091746
607	10.87619256
608	10.87330706
609	10.86973273
610	10.85630617
611	10.84724138
612	10.8401744
613	10.83953835
614	10.83639138
615	10.82958726
616	10.82600848
617	10.81282256
618	10.80650241
619	10.78652613
620	10.78514349
621	10.784538
622	10.77687516
623	10.77037638
624	10.76691609
625	10.76015558
626	10.75722134
627	10.7564618
628	10.75002365
629	10.74937962
630	10.74059309
631	10.73719027
632	10.73660038
633	10.72762429
634	10.721311
635	10.71476738
636	10.71263129
637	10.70753415
638	10.70338314
639	10.70280963
640	10.68937257
641	10.68634043
642	10.68517836
643	10.68115931
644	10.66714833
645	10.66041549
646	10.65678926
647	10.65482197
648	10.64860857
649	10.6450789
650	10.63912357
651	10.63835851
652	10.63301683
653	10.6232277
654	10.61739655
655	10.60370009
656	10.59894944
657	10.594255
658	10.59362035
659	10.58791543
660	10.5873018
661	10.58678559
662	10.58073985
663	10.56627631
664	10.554266
665	10.54076108
666	10.53667702
667	10.5249325
668	10.51295596
669	10.50880125
670	10.50376503
671	10.501075
672	10.50027914
673	10.48151612
674	10.47982735
675	10.4792828
676	10.47512785
677	10.46479932
678	10.4573516
679	10.44314634
680	10.43679872
681	10.43419087
682	10.42833166
683	10.42730339
684	10.42621411
685	10.42580764
686	10.42160444
687	10.41715018
688	10.41193908
689	10.40633609
690	10.39703785
691	10.39601623
692	10.38358431
693	10.37821561
694	10.37618132
695	10.37318778
696	10.37278522
697	10.36216796
698	10.35437946
699	10.35078998
700	10.33862609
701	10.33436815
702	10.31617905
703	10.31452999
704	10.30897719
705	10.30303319
706	10.29722124
707	10.29032625
708	10.28475557
709	10.27830195
710	10.27553034
711	10.27424464
712	10.26944945
713	10.26432624
714	10.26275958
715	10.25879605
716	10.2521364
717	10.24996191
718	10.2471398
719	10.23737764
720	10.23175064
721	10.22924161
722	10.21787226
723	10.21677289
724	10.21384661
725	10.21232789
726	10.20341523
727	10.19821658
728	10.19501337
729	10.18974859
730	10.18724736
731	10.16633291
732	10.16457146
733	10.15284871
734	10.14736226
735	10.1388616
736	10.12747984
737	10.12194453
738	10.11730754
739	10.11103492
740	10.09617255
741	10.0943889
742	10.09389158
743	10.09342375
744	10.09170248
745	10.08566469
746	10.08007494
747	10.07421468
748	10.07301048
749	10.0662933
750	10.06162483
751	10.05850564
752	10.05761095
753	10.05465151
754	10.05379688
755	10.04905113
756	10.04575641
757	10.04369899
758	10.04119707
759	10.03553426
760	10.02147815
761	10.01612057
762	10.00915201
763	9.995161276
764	9.988487073
765	9.985457899
766	9.980117462
767	9.973456472
768	9.970393869
769	9.965130856
770	9.95980592
771	9.948483296
772	9.942096935
773	9.938910973
774	9.925510822
775	9.919115874
776	9.916765203
777	9.916232825
778	9.910138279
779	9.903937965
780	9.897845989
781	9.892493174
782	9.886528357
783	9.878428201
784	9.867171264
785	9.861076824
786	9.860559619
787	9.85539394
788	9.851224323
789	9.84894663
790	9.844930628
791	9.839795444
792	9.839435494
793	9.838942991
794	9.835240719
795	9.830212157
796	9.817990035
797	9.812886998
798	9.802828315
799	9.793006799
800	9.781081819
801	9.778752574
802	9.773945164
803	9.771456615
804	9.766553086
805	9.765970098
806	9.761127747
807	9.756476644
808	9.755998919
809	9.751472903
810	9.75102463
811	9.745024418
812	9.734690299
813	9.725734495
814	9.725343763
815	9.720832526
816	9.711358668
817	9.707137851
818	9.704708777
819	9.702338337
820	9.695172421
821	9.692995296
822	9.688599059
823	9.684798429
824	9.678698731
825	9.678408283
826	9.667925897
827	9.662194001
828	9.650502502
829	9.647633755
830	9.643419777
831	9.641034889
832	9.63609778
833	9.631844527
834	9.628418207
835	9.627944934
836	9.626616164
837	9.622449044
838	9.619155809
839	9.611675141
840	9.607774364
841	9.607441335
842	9.606949405
843	9.605572398
844	9.602894963
845	9.601914383
846	9.599543462
847	9.597340447
848	9.594687911
849	9.592429862
850	9.588420048
851	9.576486979
852	9.569537891
853	9.568211063
854	9.565805675
855	9.551513702
856	9.549870967
857	9.543637093
858	9.542584709
859	9.531543845
860	9.530779697
861	9.530413725
862	9.52692514
863	9.522615041
864	9.521090025
865	9.512823764
866	9.507210483
867	9.50592301
868	9.495427061
869	9.49330357
870	9.489440842
871	9.485592193
872	9.479439774
873	9.475549702
874	9.470289807
875	9.469239409
876	9.459746812
877	9.459173133
878	9.45483095
879	9.454559795
880	9.450940802
881	9.447161831
882	9.443600193
883	9.443286424
884	9.441138242
885	9.440797537
886	9.438044434
887	9.434495404
888	9.433531352
889	9.43209816
890	9.421539365
891	9.409346189
892	9.403865658
893	9.402789826
894	9.392060495
895	9.388534822
896	9.375341297
897	9.361655824
898	9.360523117
899	9.355934767
900	9.35563654
901	9.352533601
902	9.341367435
903	9.338090576
904	9.335547596
905	9.32715045
906	9.324522067
907	9.320349905
908	9.316091101
909	9.312498995
910	9.311264725
911	9.309297281
912	9.309130781
913	9.303375813
914	9.302496407
915	9.301526681
916	9.299632399
917	9.298313618
918	9.293031182
919	9.290082828
920	9.286614058
921	9.273343349
922	9.27114008
923	9.268390076
924	9.267115382
925	9.266754046
926	9.265831368
927	9.262427488
928	9.262204779
929	9.260002533
930	9.254018346
931	9.252738372
932	9.244533359
933	9.240393328
934	9.236454052
935	9.230089394
936	9.226923045
937	9.221436073
938	9.219420989
939	9.212744871
940	9.207659225
941	9.206589227
942	9.203373417
943	9.20125482
944	9.190901908
945	9.189100989
946	9.188184386
947	9.185558461
948	9.176106994
949	9.172605332
950	9.16853358
951	9.164297917
952	9.160828446
953	9.151073194
954	9.142487212
955	9.139449855
956	9.127230083
957	9.121790368
958	9.118705419
959	9.110293312
960	9.105311529
961	9.101828226
962	9.100980031
963	9.099487091
964	9.097463094
965	9.088312566
966	9.084138414
967	9.082540562
968	9.081748447
969	9.080929751
970	9.079671039
971	9.074468739
972	9.069609077
973	9.067892505
974	9.065812856
975	9.063787324
976	9.063504917
977	9.057585055
978	9.045883732
979	9.045741648
980	9.035698792
981	9.025736919
982	9.02452429
983	9.020706935
984	9.019892988
985	9.018279865
986	9.006633302
987	9.00296077
988	9.002602984
989	9.00121021
990	8.998315668
991	8.988340318
992	8.986303307
993	8.975127426
994	8.971974898
995	8.961975279
996	8.961668292
997	8.960505085
998	8.949188662
999	8.948360359
808476544
